"id";"full_name";"cpf";"email";"password_hash";"balance";"pix_daily_limit";"is_blocked";"role";"created_at";"updated_at";"username";"profile_description";"show_stories_popup";"credit_card_due_date";"credit_card_invoice_due_date";"credit_card_available_limit";"credit_card_total_limit";"credit_card_points_balance";"credit_card_is_blocked";"password_reset_requested";"account_status";"days_overdue";"credit_card_due_day";"invoice_last_closed_date";"login_attempts";"card_cvv";"card_expiry";"card_delivery_status";"card_is_activated";"profile_message";"birth_date";"age";"has_tutor";"tutor_name";"tutor_cpf";"tutor_relationship";"country_origin";"address_cep";"address_street";"address_number";"address_complement";"address_neighborhood";"address_city";"address_state";"card_brand";"card_due_day";"overdue_status"
c03a6d3f-4245-4199-bce9-9bbb8ee868e8;Alice Albuquerque;"18011225638";Heather63@gmail.com;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-04 02:55:53.434;2026-08-29 00:00:00.373;;;true;;2026-09-15 15:00:00.000;3706.15;5000.00;0;false;false;inadimplente;19;15;;0;"638";"07/31";unlocked;true;Cartão de Crédito em Produção;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
a51b620e-7c2b-408c-99d7-4b20af6ccfb8;Pierre Bernard;"35417211460";pierrebernard@fintech.com;$2b$10$/XTP9Dwi9NA/gv.TudQlT.5.cL.yhlehVJ3EJQ2.lY3FkUs9e29aW;2556.05;4958.57;false;user;2026-08-16 21:09:17.154;2026-08-16 21:09:17.337;;;true;;2026-09-05 15:00:00.000;7198.99;7653.25;0;false;false;adimplente;0;5;;0;;;unlocked;true;;1969-06-19;57;false;;;;França;"75006";Rue de Rivoli;"694";;"1er Arrondissement";Paris;Ile-de-France;MASTERCARD;5;EM_DIA
a2e3ab74-07fe-4444-941b-feb0ab1c0c6f;Sofia Esposito;"82474679928";sofiaesposito@fintech.com;$2b$10$EYcnD3NLjjHrmKk.v4Ti8.DmhcyuYTHd0.dFYXk3Hhk/25rqq9W7m;13270.67;2927.90;false;user;2026-08-16 21:09:28.936;2026-08-16 21:09:28.992;;;true;;2026-09-25 15:00:00.000;18168.33;19097.46;0;false;false;adimplente;0;25;;0;;;manufacturing;false;;2005-08-03;21;false;;;;Itália;"80121";Via Roma;"341";;Chiaia;Napoles;Lombardia;HIPERCARD;25;EM_DIA
"4cf2179d-a4db-44ce-b307-94221ca29e34";Bruno Henrique Alves;"42194343806";brunohenriquealves@fintech.com;$2b$10$SAZ31BMN16hH54/QkeoJFONiG5.Fn8OS9Wi24gRX97b87uxG1jwAK;11000.84;2579.49;false;user;2026-07-24 02:13:29.840;2026-08-23 03:00:00.169;;;true;;2026-09-15 18:00:00.000;3227.11;3227.11;0;false;false;adimplente;0;15;;0;;;unlocked;true;;1981-08-24;45;false;;;;Brasil;"01310-200";Avenida Paulista;"551";;Centro;Salvador;PR;VISA;15;EM_DIA
"9d3540e1-6d4f-4ff0-96b7-9a6a107226a3";Sonda Evento Bus;"27182818284";sonda.bus1787277636@fintech.com;$2b$10$Qhdgfd7E5NNA9.irmih/pu618mv5IPSgogZauhSh6fyApbMfswygi;500.00;1000.00;false;user;2026-08-20 23:00:37.108;2026-08-20 23:00:37.155;;;true;;2026-09-15 15:00:00.000;2141.25;3000.00;0;false;false;adimplente;0;15;;0;;;unlocked;true;;1992-05-05;34;false;;;;Brasil;"01310-100";Av Paulista;"200";;Bela Vista;Sao Paulo;SP;ELO;15;EM_DIA
"8ddec732-0a0a-4fc7-8430-e6f79fa65415";Albérade Chevalier;"86236132526";Alberade_Chevalier@gmail.com;$2b$10$4AfAL3jQgeK1wzeH7dndLe7DDA.r/VA6uCXsDsA/9fJgYa7Z37pJe;2000.00;2000.00;false;customer;2026-07-25 02:00:52.767;2026-08-29 00:00:00.297;;;true;;2026-09-10 18:00:00.000;4151.59;5000.00;0;false;false;inadimplente;19;10;;0;"526";"07/31";manufacturing;false;Cartão em produção. Criado em 25/07/2026, 02:00 UTC. Validade: 07/31, CVV: 526;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
"6d2afa55-4c95-47ee-b280-faa973222961";Elísio Souza;"73012176728";Cayla_Hermann@gmail.com;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-04 02:55:04.978;2026-08-29 00:00:00.314;;;true;;2026-09-15 15:00:00.000;3843.79;5000.00;0;false;false;inadimplente;19;15;;0;"728";"07/31";unlocked;true;Cartão de Crédito em Produção;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
"374ee9d6-4269-4ac6-a00a-75ad08bd0b58";Ming Zhang;"92808200609";mingzhang@fintech.com;$2b$10$OQvUyFFzzAI1T4pXaROrCOCOnQE3cjq3oPssa5IzGHlTu.FsiXn3y;7549.73;5126.58;false;user;2026-08-16 21:09:41.040;2026-08-16 21:09:41.108;;;true;;2026-09-15 15:00:00.000;18949.11;19520.23;0;false;false;adimplente;0;15;;0;;;unlocked;true;;1955-03-13;71;false;;;;China;"100004";Avenida Huaihai;"190";;Huangpu;Xangai;Pequim;MASTERCARD;15;EM_DIA
a68449cf-8e7f-40b4-9213-af83c80bbfe1;Kenji Sato;"92957697327";kenjisato@fintech.com;$2b$10$iHGbwVhC4ddltCxCnXCzueujOQ0Z54qqFE80RcHmm8gxWuuu0dSE6;15039.88;3183.98;false;user;2026-08-16 21:10:17.843;2026-08-16 21:10:17.897;;;true;;2026-09-10 15:00:00.000;15941.36;16702.29;0;false;false;adimplente;0;10;;0;;;unlocked;true;;1951-07-05;75;false;;;;Japão;"160-0022";Rua Kawaramachi;"271";;Chuo-ku;Toquio;Toquio;ELO;10;EM_DIA
d85b579f-02bc-4327-b651-2aba03f1befb;Jiwoo Park;"41750109719";jiwoopark@fintech.com;$2b$10$IVvzFX9f/qtm8FCl6e6SQ.bkZms6cWsvZUy8ZFNgvR5UoAzWMBGYm;5972.53;2723.40;false;user;2026-08-16 21:10:27.754;2026-08-29 00:00:00.388;;;true;;2026-09-20 15:00:00.000;13059.87;17482.26;0;false;false;inadimplente;28;20;;0;;;unlocked;true;;1996-08-26;30;false;;;;Coreia do Sul;"48094";Rua Teheran-ro;"327";;Gangnam;Seul;Seul;MASTERCARD;20;EM_ATRASO_30D
"7a52cbba-86b7-4249-86ae-15ae8cf2b385";Jian Liu;"45447544025";jianliu@fintech.com;$2b$10$eTkokIy9iIB7MaRi2OGqeujr1LUyJD9hUTjmuths.lSCWAHRO.aWG;10908.02;4411.10;false;user;2026-08-16 21:11:03.016;2026-08-16 21:11:03.076;;;true;;2026-09-25 15:00:00.000;5654.54;6130.04;0;false;false;adimplente;0;25;;0;;;unlocked;true;;1950-07-03;76;false;;;;China;"200030";Avenida Huaihai;"431";;Yuexiu;Xangai;Pequim;ELO;25;EM_DIA
"97cfb444-aff8-4b06-9dcc-ca021c0b5695";Camila Lopez;"84979979998";camilalopez@fintech.com;$2b$10$cYZHcwrMz9QFXaB1goIGAub6qGVy2FYvS6Y3q1o5gq1vc0BQrFqUC;1692.16;1193.97;false;user;2026-08-16 21:11:24.157;2026-08-29 00:00:00.329;;;true;;2026-09-15 15:00:00.000;154.38;4509.77;0;false;false;inadimplente;28;15;;0;;;manufacturing;false;;1959-05-14;67;false;;;;Argentina;C1043;Avenida Colon;"740";;Centro;Buenos Aires;Cordoba;AMEX;15;EM_ATRASO_30D
"3df503f4-a4cb-40a7-82ea-8e2bf5a81e77";Paulette Jean;"61369613180";Paulette.Jean58@hotmail.fr;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-22 23:16:42.515;2026-08-29 00:00:00.342;;;true;;2026-09-15 15:00:00.000;3352.67;5000.00;0;false;false;inadimplente;19;15;;0;"180";"07/31";unlocked;true;Cartão em produção. Criado em 22/07/2026, 23:16 UTC. Validade: 07/31, CVV: 180;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
"19107736-d780-4452-930c-d902a3d8e7df";Coy Schmeler;"66414169091";Beverly56@yahoo.com;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-04 02:51:07.722;2026-08-29 00:00:00.433;;;true;;2026-09-15 15:00:00.000;3978.17;5000.00;0;false;false;inadimplente;19;15;;0;"091";"07/31";unlocked;true;Cartão de Crédito em Produção;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
ead61511-bc5f-47eb-b93f-38a407438d9b;Lucas Laurent;"80535757654";lucaslaurent@fintech.com;$2b$10$diyaSx9eLmG1ct6VZQdKOOCk1VCMr848GUok4P0LGF8XXuQ/g9THS;6088.11;3983.43;false;user;2026-07-29 23:50:22.762;2026-08-23 03:00:00.230;;;true;;2026-09-05 18:00:00.000;5000.00;5000.00;0;false;false;adimplente;0;5;;0;;;unlocked;true;;1993-06-07;33;false;;;;França;"75006";Boulevard Saint-Germain;"241";;Vieux-Port;Paris;Ile-de-France;HIPERCARD;5;EM_DIA
ba887f83-30c5-459e-8d9a-0318c06fdf37;Lukas Schneider;"13912221138";lukas.schneider@fintech.com;$2b$10$ProHlfoQZfXIxEgwEKBhI.Kf87KG.5OnXgyl8ZG9xvd6jJwYfiDES;2559.06;1450.85;false;user;2026-08-20 22:03:39.420;2026-08-29 00:00:00.448;;;true;;2026-09-25 15:00:00.000;1656.71;6060.67;0;false;false;inadimplente;24;25;;0;;;manufacturing;false;;2001-10-05;25;false;;;;Alemanha;"80539";Maximilianstrasse;"297";;Altstadt;Berlim;Berlim;AMEX;25;EM_ATRASO_30D
"143cd4f2-de3b-4a6b-947a-1fe5865b6711";Olivia Elizabeth Davis;"65921979198";olivia.davis@fintech.com;$2b$10$EKIHh3GYwsIhrfH5qDlweeblA.6oYEYUfvWyNF0mIsD1i6fU4NfUu;1291.89;4382.86;false;user;2026-08-20 22:03:31.290;2026-08-29 00:00:00.463;;;true;;2026-09-05 15:00:00.000;7487.38;11663.82;0;false;false;inadimplente;24;5;;0;;;manufacturing;false;;1986-09-19;40;false;;;;Estados Unidos;"90028";Michigan Avenue;"350";;Lincoln Park;San Francisco;CA;AMEX;5;EM_ATRASO_30D
b0edd266-787c-4e1a-8320-14ad1112b3f0;Nathalie Fournier;"77529588591";Nathalie_Fournier@yahoo.fr;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-20 00:46:05.837;2026-08-29 00:00:00.476;;;true;;2026-09-15 15:00:00.000;137.78;5000.00;0;false;false;inadimplente;50;15;;0;"591";"07/31";unlocked;true;Cartão em produção. Criado em 20/07/2026, 00:46 UTC. Validade: 07/31, CVV: 591;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
"533eee0a-5973-478e-8f45-e1fb63ff4263";Emily Rose Johnson;"09056318624";emilyrosejohnson@fintech.com;$2b$10$u7ZmreI6dQH9lAtYse/nUuupfKj/aOCMNWvcKvCLxsYapCeHOONe2;13274.23;3962.93;false;user;2026-08-16 21:11:38.267;2026-08-16 21:11:38.320;;;true;;2026-09-15 15:00:00.000;17175.60;18103.82;0;false;false;adimplente;0;15;;0;;;unlocked;true;;1992-08-01;34;false;;;;Estados Unidos;"33139";Broadway Street;"55";;Downtown;Los Angeles;CA;ELO;15;EM_DIA
"5f7ce1c2-6e35-40ef-b430-4f23550b6212";Karla Melo;"20250513611";Ladislau_Nogueira55@hotmail.com;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;17000.00;2000.00;false;customer;2026-07-04 02:44:23.764;2026-08-29 00:00:00.489;;;true;;2026-09-15 15:00:00.000;3701.00;5000.00;0;false;false;inadimplente;50;15;;0;"611";"07/31";unlocked;true;Cartão de Crédito em Produção;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
"6d5381e1-b9f1-49f3-b2de-020cdbeb1e82";Dalila Batista;"65451936372";Aline6@bol.com.br;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-04 02:48:07.883;2026-08-29 00:00:00.516;;;true;;2026-09-15 15:00:00.000;3752.03;5000.00;0;false;false;inadimplente;19;15;;0;"372";"07/31";unlocked;true;Cartão de Crédito em Produção;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
"613d716d-93db-4030-92b6-94b8b0b33be3";Test User;"12345678909";test@example.com;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-20 16:10:49.326;2026-08-29 00:00:00.530;;;true;;2026-09-15 15:00:00.000;4197.39;5000.00;0;false;false;inadimplente;19;15;;0;"909";"07/31";unlocked;true;Cartão em produção. Criado em 20/07/2026, 16:10 UTC. Validade: 07/31, CVV: 909;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
a9f89706-0313-402a-869d-b42128e26223;Kenji Sato;"16618184630";kenji.sato@fintech.com;$2b$10$FcuZ1Mfp26QxtOwVdQ.tDOLpB.sCjkbMKG.PamAt2kRSCH1dJPJG6;1951.23;2572.62;false;user;2026-08-20 22:03:44.249;2026-08-29 00:00:00.544;;;true;;2026-09-05 15:00:00.000;0.00;2700.40;0;false;false;inadimplente;24;5;;0;;;manufacturing;false;;2001-05-12;25;false;;;;Japão;"160-0022";Avenida Marunouchi;"723";;Chuo-ku;Toquio;Quioto;HIPERCARD;5;EM_ATRASO_30D
c55fdcff-bc7c-452b-9db9-fa1b26494a92;Valentina Rodriguez;"46945365409";valentinarodriguez@fintech.com;$2b$10$jtQ3wdFpkNAawW5O/HCEeuK6e149AYueBKFQVEbeu9Iztl4.ewy2y;11627.15;4293.37;false;user;2026-07-29 23:48:47.340;2026-08-29 00:00:00.560;;;true;;2026-09-05 18:00:00.000;19109.63;19629.14;0;false;false;inadimplente;24;5;;0;;;unlocked;true;;2007-10-28;19;false;;;;Argentina;C1043;Avenida 9 de Julio;"785";;San Telmo;Buenos Aires;Cordoba;VISA;5;EM_ATRASO_30D
"45d1fc0c-b16d-4f6a-9fc9-94caa20a83a8";Hannah Fischer;"88312964185";hannah.fischer@fintech.com;$2b$10$C6oAch3KY3G2cEksJ0gVZ.NwTqunsItATjLBFvUWSxvX92rZFepvC;3930.35;4962.67;false;user;2026-08-20 22:03:49.909;2026-08-29 00:00:00.583;;;true;;2026-09-10 15:00:00.000;565.40;4750.88;0;false;false;inadimplente;24;10;;0;;;manufacturing;false;;2000-06-27;26;false;;;;Alemanha;"10117";Kaufingerstrasse;"636";;Maxvorstadt;Munique;Baviera;VISA;10;EM_ATRASO_30D
f436b338-f25b-496c-9f96-f2baa6f431af;Joao Pedro Silva;"01086796160";joaopedrosilva@fintech.com;$2b$10$aC5i3NgUfVGgMKAKb2FrNO85EMbBZxGHq/EDID/dZVl9YoP0iGMGK;12333.89;5784.92;false;user;2026-08-16 21:11:45.730;2026-08-16 21:11:45.794;;;true;;2026-09-05 15:00:00.000;1408.64;2149.68;0;false;false;adimplente;0;5;;0;;;unlocked;true;;1957-11-01;69;false;;;;Portugal;"4000-064";Avenida da Liberdade;"254";;Santo Ildefonso;Porto;Lisboa;AMEX;5;EM_DIA
"8a679220-2d54-4345-bfd6-ba8f1fbe7dd9";Anceline Gauthier;"65184684166";Anceline_Gauthier7@hotmail.fr;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;12000.00;2000.00;false;customer;2026-07-20 00:46:29.639;2026-08-23 03:00:00.206;;;true;;2026-09-15 15:00:00.000;4538.40;5000.00;0;false;false;adimplente;0;15;;0;"166";"07/31";unlocked;true;Cartão em produção. Criado em 20/07/2026, 00:46 UTC. Validade: 07/31, CVV: 166;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_DIA
"3b0bf142-2147-4b29-b644-6f23c325dab0";Mariana Costa Silva;"12902848900";marianacostasilva@fintech.com;$2b$10$3gVrMLEf1ouuZo7rKxwfXejOqRLW9FFo7u64QPtFuHzvCMIosBMee;4954.18;5137.81;false;user;2026-07-24 00:47:09.969;2026-08-29 00:00:00.402;;;true;;2026-09-15 15:00:00.000;14760.25;15619.97;0;false;false;inadimplente;19;15;;0;;;unlocked;true;;1995-12-28;31;false;;;;Brasil;"30130-010";Avenida Paulista;"295";;Centro;Sao Paulo;RJ;VISA;20;EM_ATRASO_30D
ec60ce8a-7ebd-4a6a-bab7-16ef22fbeb78;Rafael Xavier;"76726514039";Michelle_Schmeler@yahoo.com;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-04 02:57:12.505;2026-08-29 00:00:00.417;;;true;;2026-09-15 15:00:00.000;0.00;5000.00;0;false;false;inadimplente;50;15;;0;"039";"07/31";unlocked;true;Cartão de Crédito em Produção;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
f13212f1-2c6a-4f91-aef6-939f41498d60;Cliente Amex Vip;"66655544433";cliente.amexvip@fintech.com;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;25000.00;10000.00;false;user;2026-07-23 01:41:42.907;2026-08-29 00:00:00.715;;;true;;2026-09-15 15:00:00.000;49289.70;50000.00;0;false;false;inadimplente;19;15;;0;;;manufacturing;false;;1988-11-25;38;false;;;;Estados Unidos;;;;;;;;AMEX;10;EM_ATRASO_30D
bd844c73-45f7-4d50-878a-90be9dd8fc70;Teste Carga Retroativa;"12310012300";teste.retroativa@email.com;$2b$10$gcigQufkVHs3TWEMC7VASe9NAGsR4EYOuTwfnOrfWhova4RlNw/HG;7530.70;1000.00;false;admin;2026-07-27 22:48:39.614;2026-08-29 00:00:00.684;;;true;;2026-09-10 18:00:00.000;5000.00;5000.00;0;false;false;inadimplente;48;10;;0;;;unlocked;true;;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
"002924c2-35e2-47dd-8a8f-9ad5eedcb190";User Teste;"98765432100";userteste@test.com;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-07 21:54:21.141;2026-08-29 00:00:00.599;;;true;;2026-09-15 15:00:00.000;0.00;5000.00;0;false;false;inadimplente;50;15;;1;"100";"07/31";unlocked;true;Cartão em produção. Criado em 07/07/2026, 21:54 UTC. Validade: 07/31, CVV: 100;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
bc2ee8e0-0b45-462a-966b-f90d40fad385;Martim Costa;"02915062919";martimcosta@fintech.com;$2b$10$r.NxpqhhTApJgpOQKeB68.PUfp445B4WnbvelidM1LYTd7xgCjF3y;2913.49;1155.26;false;user;2026-07-29 23:49:02.082;2026-08-29 00:00:00.614;;;true;;2026-09-20 18:00:00.000;4279.70;5062.37;0;false;false;inadimplente;9;20;;0;;;manufacturing;false;;1968-02-04;58;false;;;;Portugal;"4000-442";Rua de Santa Catarina;"318";;Santo Ildefonso;Lisboa;Porto;ELO;20;EM_ATRASO_15D
seed-44444444444;Fernanda Lima;"44444444444";fernanda@example.com;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;20800.75;2000.00;false;user;2026-07-24 01:02:40.065;2026-08-23 03:00:00.180;;;true;;2026-09-15 07:58:07.704;10000.00;15000.00;0;false;false;adimplente;0;15;;0;;;unlocked;true;;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_DIA
cb9acbef-385b-4cc6-8583-9efcdf44daa6;Lane Larkin;"24930613945";Luz_Quitzon@yahoo.com;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-04 02:51:32.109;2026-08-29 00:00:00.633;;;true;;2026-09-15 15:00:00.000;284.02;5000.00;0;false;false;inadimplente;50;15;;0;"945";"07/31";unlocked;true;Cartão de Crédito em Produção;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
"4676e968-9e64-4bb5-b771-fb1929543b3c";Annonciade Poirier;"38882777448";Annonciade.Poirier@hotmail.fr;$2b$10$/Scm1M8ZYc3qNNQkDLiJz.Bbkoy6WnuJZGscsAyazHOZyEOuAvRty;2000.00;2000.00;false;customer;2026-07-19 00:39:10.205;2026-08-29 00:00:00.650;;;true;;2026-09-15 15:00:00.000;3602.09;5000.00;0;false;false;inadimplente;19;15;;0;"448";"07/31";unlocked;true;Cartão em produção. Criado em 19/07/2026, 00:39 UTC. Validade: 07/31, CVV: 448;;;false;;;;Brasil;;;;;;;;MASTERCARD;10;EM_ATRASO_30D
